,review,date,stars,location,en
4540,"Je tu tolik jeskyní, že nevíte, do které se vydat. Místo je opravdu plné turistů. Potřebujete týden, abyste toho viděli hodně.",před 2 lety,5 hvězdiček,Moravský kras,There are so many caves that you do not know which to go.The place is really full of tourists.You need a week to see a lot.
4541,Krásná oblast. Tolik míst k vidění v jedné oblasti,před 10 měsíci,5 hvězdiček,Moravský kras,Beautiful area.So many places to see in one area
4542,Krásné přírodní umělecké dílo. Návštěvu hlavní jeskyně (Punkevní jeskyně) si rezervujte pár týdnů předem. Psi nejsou vítáni.,před 7 lety,4 hvězdičky,Moravský kras,Beautiful natural work of art.Visit the main cave (Punkva Cave) Book a few weeks in advance.Dogs are not welcome.
4543,Nádherné přírodní prostředí s jeskyněmi a roklemi. Dobře organizovaná infrastruktura! Doporučeno pro všechny věkové kategorie.,před 5 lety,5 hvězdiček,Moravský kras,Beautiful natural environment with caves and gorges.Well organized infrastructure!Recommended for all ages.
4544,"I když jsem tu již podruhé, nemohu přestat obdivovat tyto úžasné skalní útvary....",před rokem,5 hvězdiček,Moravský kras,"Although I have been here for the second time, I cannot stop admiring these amazing rock formations ...."
4545,Fantastické a levné,před 4 lety,5 hvězdiček,Moravský kras,Fantastic and cheap
4546,Nesprávné umístění. Pro tuto lokalitu jsme nic nenašli Nechoďte sem!!!!!☹️☹️☹️,před 2 lety,1 hvězdička,Moravský kras,Incorrect location.For this location we found nothing to go here !!!!! ☹️☹️☹️
4547,Pěkné místo k odpočinku a zábavě po náročném týdnu. Vše je perfektně připraveno na turistiku. Toto místo doporučuji všem k návštěvě.,před 5 lety,5 hvězdiček,Moravský kras,Nice place to rest and entertain after a busy week.Everything is perfectly prepared for tourism.I recommend this place to visit.
4548,"Skvělý den v krásných jeskyních, scenérie. Buďte připraveni jít pěšky nebo počkat, až bude k dispozici lanovka. Také velmi příznivé ceny :-)",před 10 lety,5 hvězdiček,Moravský kras,"Great day in beautiful caves, scenery.Be ready to walk or wait for a cable car.Also very reasonable prices :-)"
4549,"Moc pěkné místo, které si pamatuji z letního tábora :). Pamatuji si, že některými jeskyněmi se dalo proplavat.",před 4 lety,5 hvězdiček,Moravský kras,Very nice place I remember from the summer camp :).I remember that some caves could be flooded.
4550,"Super působivé!! Tohle v životě často neuvidím. Pokud jste poblíž Krakova nebo Prahy, stojí za to zajít. Pro každého.",před 7 lety,5 hvězdiček,Moravský kras,"Super impressive !!I often won't see this in my life.If you are near Krakow or Prague, it is worth going.For each."
4551,"Šli jsme se podívat do jeskyní. Stojí to za výlet. Plánujeme přijet znovu, protože je stále co vidět!",před 5 lety,5 hvězdiček,Moravský kras,We went to the caves.It's worth a trip.We plan to come again because there is still something to see!
4552,Krásná krajina a krásné jeskyně,před 6 měsíci,5 hvězdiček,Moravský kras,Beautiful landscape and beautiful caves
4553,"Pěkné, ale dost často nemůžete najít lístky na návštěvu jeskyní a to je docela špatné, když se tam dostanete, abyste udělali přesně to",před 5 lety,4 hvězdičky,Moravský kras,Nice but often you can't find tickets to visit the caves and that's pretty bad when you get there to do exactly that
4554,Jeskyně v Moravském krasu jsou úchvatné. To je třeba vidět. A macecha propast jako v pohádce,před 5 lety,5 hvězdiček,Moravský kras,The caves in the Moravian Karst are breathtaking.This is to be seen.And stepmother's abyss as in a fairy tale
4555,Velmi zajímavá exkurze.,před 5 lety,5 hvězdiček,Moravský kras,Very interesting excursion.
4556,"Úžasné místo, rozhodně stojí za návštěvu. Rezervujte si předem, jinak riskujete, že budete čekat několik hodin.",před 6 lety,5 hvězdiček,Moravský kras,"Amazing place, it is definitely worth a visit.Book in advance, otherwise you risk waiting for several hours."
4557,"Krásné místo, skvělé výhledy",před 7 lety,5 hvězdiček,Moravský kras,"Beautiful place, great views"
4558,"Jeden z nejlepších výletů. naprosto miloval jeskyni. Pokud vás zajímají lesy a jeskyně a navštěvujete Brno, pak Moravský kras musíte navštívit. Navštívil jsem v lednu 2022, byla super zima a sněžilo, ale naprosto krásný les k vidění a pěší turistice. V zimě byla veřejnosti zpřístupněna jediná jeskyně Punkva, která je největší z pěti jeskyní, které se nacházejí v Moravském krasu. Četl jsem, že pět jeskyní je otevřeno pro veřejnost pouze v létě.  Moravský kras se nachází v těsné blízkosti města Blanska (z Brna do Blanska obvykle jezdí vlak, ale během mé návštěvy vlaky nejezdily, tak jeli autobusem) cesta autobusem/vlakem z Brna do Blankso je cca 30 min. jezdit. poté, když přijedete do Blanska, je to asi 25 minut jízdy taxíkem / autem do Moravského krasu. nejezdí tam žádná veřejná doprava, takže mít auto nebo taxi je nutnost, pokud nemůžete chodit tak dlouho.  pokud jste turista a nemluvíte česky, tak vřele doporučuji zarezervovat si taxi předem před příjezdem, protože v Blansku je velmi těžké najít lidi, kteří mluví anglicky, také když jsem přijel, byla neděle a bylo tam absolutně žádný taxikář nikde poblíž nádraží. město bylo velmi prázdné, nebyl jsem si jistý, jestli to bylo kvůli neděli, nebo je to tam normální. Nefunguje tam ani Uber, Bolt a další podobné služby. (na internetu najdete taxislužby, kterým můžete zavolat a rezervovat si je předem)  po příjezdu do Moravského krasu vás od informační kanceláře vyzvedne interní vláček, který vás vysadí na srazu k prohlídce jeskyně. nezapomeňte se dostavit před prohlídkou alespoň 45 minut předem. pokud vaše prohlídka začíná ve 12, přijďte nejpozději v 11:15. Dorazil jsem 25 minut před začátkem mé prohlídky a zjistil jsem, že vlak již odjel, takže jsem musel čekat dvě hodiny + na druhou prohlídku. prohlídky jsou pouze v češtině, ale i když jsem nerozuměl, co říká průvodce, prohlídka se mi moc líbila, protože jeskyně vypadá naprosto úžasně.  Rezervace předem je NUTNOST. protože v některých dnech/časech nejsou žádné prohlídky. takže si nezapomeňte rezervovat jízdenku předem, než si naplánujete cestu.  Hodnotil jsem to 4 z pěti, protože turné nebylo vůbec dobře zorganizované a neexistovaly absolutně žádné informace, že musím dorazit více než 30 minut před prohlídkou, jinak zmeškám vlak. mělo to být napsáno na webu, místo aby návštěvníci čekali na další prohlídku déle než dvě hodiny.",před 8 měsíci,4 hvězdičky,Moravský kras,"One of the best trips.He absolutely loved the cave.If you are interested in forests and caves and visit Brno, then you have to visit the Moravian Karst.I visited in January 2022, it was great cold and snowing, but absolutely beautiful forest to see and hiking.In winter, the only cave of Punkva was made available to the public, which is the largest of the five caves found in the Moravian Karst.I read that five caves are open to the public only in summer.The Moravian Karst is located in close proximity to Blansko (from Brno to Blansko usually runs a train, but during my visit the trains did not run, so they took the bus) by bus/train from Brno to Blankso is about 30 min.ride.After you arrive in Blansko, it is about 25 minutes of taxi / by car to the Moravian Karst.There is no public transport, so having a car or taxi is a necessity if you can't walk so long.If you are a tourist and do not speak Czech, so I highly recommend booking a taxi before arrival, because in Blansko it is very difficult to find people who speak English, also when I arrived, it was Sunday and there was absolutely no taxi driver anywhere near the station.The city was very empty, I wasn't sure if it was because of Sunday, or it's normal.Uber, Bolt and other similar services don't work there either.(On the Internet you will find taxis that you can call and book them in advance) Upon arrival in the Moravian Karst, you will be able to pick up an internal train from the information office, which will stop you at the meeting to explore the cave.Be sure to come before a tour at least 45 minutes in advance.If your tour starts at 12, come at 11:15 at the latest.I arrived 25 minutes before the start of my tour and found that the train had already left, so I had to wait two hours + for the second tour.The tours are only in Czech, but even though I did not understand what the guide says, I liked the tour very much, because the cave looks absolutely amazing.Reservation in advance is a necessity.Because there are no inspections in some days/times.So don't forget to book a ticket before you plan your way.I evaluated it 4 out of five, because the tour was not well organized at all and there was absolutely no information that I had to arrive more than 30 minutes before the tour, otherwise I miss the train.It was supposed to be written on the web, instead of waiting for another tour for more than two hours."
4559,"Z geologického hlediska zajímavé místo, jinde málo vídané výhledy. Jeskyně jsou impozantní, můžete zde obdivovat stalaktity, stalagmity a stalagnáty i nespočet originálních tvarů vytvořených přírodou. Vyplatí se vzít si teplé oblečení a pohodlné boty s dobrou podrážkou",před 9 měsíci,4 hvězdičky,Moravský kras,"From a geological point of view an interesting place, elsewhere little seen views.The caves are impressive, you can admire stalactites, stalagmites and stalagnates and countless original shapes created by nature.It pays off to take warm clothes and comfortable shoes with good soles"
4560,"Nádherné místo. Bohužel přístupová cesta je velmi špatně značená, je třeba pamatovat na to, že je třeba jít u stěny rovně a ne odbočit, jak ukazuje značka. Samotné místo stojí za návštěvu. Krásné jeskyně, velmi dobře zobrazené průvodci. Plavba na lodi uvnitř jeskyně je kouzelná. Nezapomeňte si vzít na sebe něco teplejšího, a to i v horkých dnech. Uvnitř je zima. Zachránila nás paní z obchodu, která nám nabídla zapůjčení fleecových mikin, za což děkujeme.",před 5 lety,5 hvězdiček,Moravský kras,"Beautiful place.Unfortunately, the access road is very poorly marked, it should be remembered that it is necessary to go straight by the wall and not turn, as the brand shows.The place itself is worth a visit.Beautiful caves, very well displayed guides.The cruise on the ship inside the cave is magical.Do not forget to take something warmer, even on hot days.Inside it is cold.We were saved by the lady from the store, who offered us to lend fleece sweatshirts, for which we thank."
4561,"Do Punkvy jsme se samozřejmě nedostali, protože... Vstupenky jsme si dopředu nerezervovali. Nelíbilo se mi, že na vjezdu do Skalného Mlína účtují 50 Kč za den parkování. Stáli jsme tam 15 minut a odešli. Jelikož jsme byli autem, vydali jsme se do Słupsko-Šoszowských jeskyní, 15 km od Skalného Mlýna. Parkování a WC jsou zdarma. Je zde malá kavárna. Lidí je mnohem méně, většinou Čechů, prohlídka je v češtině, ale to nám nevadilo. Krásné dvoupatrové jeskyně s hlubokými soutěskami. Dětem i mně se to líbilo.",před 4 lety,4 hvězdičky,Moravský kras,"Of course, we did not get into the puncture, because ... we did not retain the tickets in advance.I did not like the fact that they charge 50 CZK per day of parking at the entrance to the Skalné Mill.We stood there for 15 minutes and left.Since we were by car, we went to the Słup-Šoszowské caves, 15 km from the rock mill.Parking and toilet are free.There is a small café.There are much less people, mostly Czechs, tour is in Czech, but that didn't bother us.Beautiful two -storey caves with deep gorges.Children and I liked it."
